DeviceID,Latitude,Longitude,Timestamp
D00357,16.30504,80.438609,2026-09-09 21:32:00.237007
D00632,16.30841,80.441427,2026-09-09 21:32:11.673347
D00286,16.303442,80.436085,2026-09-09 21:32:13.118836
D00982,16.297952,80.437037,2026-09-09 21:32:17.333743
D00591,16.303802,80.433369,2026-09-09 21:32:20.609314
D00458,16.299862,80.438154,2026-09-09 21:32:25.393722
D00988,16.301175,80.436074,2026-09-09 21:32:50.343257
D00039,16.298774,80.440709,2026-09-09 21:33:00.703783
D00056,16.30358,80.438856,2026-09-09 21:33:03.733326
D00769,16.315509,80.435988,2026-09-09 21:33:05.936980
D00129,16.307663,80.434324,2026-09-09 21:33:11.859964
D00789,16.301042,80.438594,2026-09-09 21:33:23.979707
D00575,16.315125,80.431737,2026-09-09 21:33:24.582732
D00648,16.306884,80.436052,2026-09-09 21:33:47.699423
D00127,16.299258,80.440527,2026-09-09 21:33:47.856967
D00531,16.297763,80.435876,2026-09-09 21:33:54.510379
D00542,16.302189,80.431804,2026-09-09 21:34:09.530185
D00658,16.31408,80.445296,2026-09-09 21:34:13.713850
D00900,16.314921,80.426555,2026-09-09 21:35:06.184219
D00992,16.307464,80.43406,2026-09-09 21:35:09.349831
D00761,16.299514,80.435086,2026-09-09 21:35:09.920194
D00184,16.311588,80.438171,2026-09-09 21:35:13.953448
D00844,16.3081,80.438662,2026-09-09 21:35:15.081895
D00451,16.3209,80.434534,2026-09-09 21:35:49.381680
D00804,16.309928,80.433992,2026-09-09 21:36:04.008633
D00458,16.299012,80.438036,2026-09-09 21:36:19.393722
D00779,16.304928,80.440534,2026-09-09 21:36:31.957053
D00830,16.304975,80.431035,2026-09-09 21:36:37.056514
D00746,16.306343,80.432046,2026-09-09 21:36:53.890070
D00592,16.298435,80.442975,2026-09-09 21:37:01.611306
D00363,16.309733,80.436033,2026-09-09 21:37:05.248480
D00729,16.298674,80.44067,2026-09-09 21:37:31.857689
D00827,16.31243,80.43775,2026-09-09 21:37:36.052023
D00173,16.302712,80.443882,2026-09-09 21:37:52.935621
D00490,16.311448,80.431997,2026-09-09 21:37:55.443910
D00028,16.312073,80.436571,2026-09-09 21:38:08.685459
D00250,16.313958,80.441328,2026-09-09 21:38:35.058502
D00521,16.30405,80.431479,2026-09-09 21:39:02.493806
D00960,16.320742,80.419809,2026-09-09 21:39:09.294684
D00646,16.305911,80.437159,2026-09-09 21:39:20.695416
D00439,16.315396,80.432615,2026-09-09 21:39:50.364250
D00223,16.314213,80.431406,2026-09-09 21:39:55.013940
D00725,16.302488,80.434005,2026-09-09 21:40:04.851161
D00708,16.307176,80.435812,2026-09-09 21:40:17.816852
D00815,16.299812,80.437192,2026-09-09 21:40:35.030367
D00222,16.311786,80.436415,2026-09-09 21:40:36.012941
D00950,16.303565,80.431223,2026-09-09 21:40:40.279662
D00545,16.287983,80.441306,2026-09-09 21:40:41.535684
D00968,16.305762,80.436558,2026-09-09 21:40:57.312714
D00128,16.311787,80.43589,2026-09-09 21:40:59.857962
D00445,16.301945,80.424884,2026-09-09 21:41:29.372970
D00481,16.295985,80.44108,2026-09-09 21:41:36.429870
D00057,16.308656,80.446262,2026-09-09 21:41:36.735325
D00251,16.311229,80.437657,2026-09-09 21:41:54.060502
D00827,16.302099,80.440692,2026-09-09 21:42:05.052023
D00901,16.310495,80.436943,2026-09-09 21:42:21.185723
D00002,16.307028,80.438462,2026-09-09 21:42:23.625616
D00487,16.302101,80.431255,2026-09-09 21:42:46.438693
D00833,16.301175,80.437346,2026-09-09 21:43:06.062545
D00525,16.307419,80.435063,2026-09-09 21:43:14.500527
D00971,16.312198,80.431916,2026-09-09 21:43:24.317223
D00804,16.316262,80.433709,2026-09-09 21:43:30.008633
D00857,16.312305,80.433776,2026-09-09 21:43:32.107044
D00756,16.306455,80.431857,2026-09-09 21:43:56.909668
D00652,16.305523,80.434106,2026-09-09 21:44:21.704529
D00747,16.309994,80.436631,2026-09-09 21:44:22.891096
D00453,16.299049,80.437572,2026-09-09 21:44:45.384686
D00719,16.309624,80.437212,2026-09-09 21:44:46.836643
D00935,16.317758,80.426698,2026-09-09 21:44:56.251125
D00528,16.30666,80.443345,2026-09-09 21:44:58.504421
D00325,16.31052,80.440436,2026-09-09 21:45:00.186370
D00321,16.301673,80.432525,2026-09-09 21:45:19.180750
D00086,16.304698,80.439225,2026-09-09 21:45:33.787120
D00371,16.307092,80.432781,2026-09-09 21:45:36.260036
D00986,16.313729,80.437367,2026-09-09 21:45:37.339255
D00030,16.307999,80.438253,2026-09-09 21:45:51.687971
D00977,16.29481,80.436517,2026-09-09 21:45:54.324226
D00316,16.306056,80.434926,2026-09-09 21:46:17.172041
D00020,16.310083,80.430329,2026-09-09 21:46:27.670949
D00210,16.309024,80.442005,2026-09-09 21:46:46.990323
D00476,16.309298,80.432597,2026-09-09 21:46:54.421346
D00662,16.302738,80.429121,2026-09-09 21:47:10.720581
D00498,16.314832,80.427192,2026-09-09 21:47:12.458630
D00297,16.288696,80.459636,2026-09-09 21:47:27.136981
D00933,16.305869,80.42864,2026-09-09 21:47:38.248127
D00325,16.306306,80.435461,2026-09-09 21:47:53.186370
D00514,16.308486,80.434616,2026-09-09 21:48:09.482255
D00861,16.301486,80.440819,2026-09-09 21:48:11.114067
D00708,16.31084,80.437622,2026-09-09 21:48:13.816852
D00820,16.302992,80.438788,2026-09-09 21:48:21.038635
D00811,16.31169,80.438334,2026-09-09 21:49:02.022842
D00800,16.307583,80.452568,2026-09-09 21:49:11.001074
D00625,16.305706,80.430108,2026-09-09 21:49:22.663632
D00435,16.299218,80.435055,2026-09-09 21:49:38.359245
D00529,16.307375,80.435036,2026-09-09 21:49:43.505527
D00252,16.301551,80.432056,2026-09-09 21:49:58.061501
D00033,16.307744,80.434931,2026-09-09 21:50:08.692481
D00397,16.313303,80.429269,2026-09-09 21:50:22.301431
D00297,16.301988,80.440185,2026-09-09 21:50:43.136981
D00561,16.293918,80.435893,2026-09-09 21:50:56.560492
D00910,16.30382,80.432824,2026-09-09 21:51:24.202794
D00619,16.306395,80.441119,2026-09-09 21:51:56.653682
D00797,16.315174,80.437835,2026-09-09 21:52:07.996063
D00242,16.30507,80.433539,2026-09-09 21:52:18.044549
D00234,16.30092,80.458679,2026-09-09 21:52:43.032041
D00073,16.312375,80.443617,2026-09-09 21:52:48.763584
D00109,16.306319,80.436219,2026-09-09 21:53:13.828306
D00299,16.295032,80.430232,2026-09-09 21:53:51.139985
D00407,16.310433,80.435917,2026-09-09 21:53:59.317558
D00361,16.290479,80.441891,2026-09-09 21:54:00.245470
D00247,16.311425,80.439792,2026-09-09 21:54:13.051873
D00866,16.312677,80.446281,2026-09-09 21:54:32.122577
D00075,16.298998,80.447513,2026-09-09 21:54:42.767093
D00029,16.305318,80.432463,2026-09-09 21:54:50.686967
D00900,16.309844,80.432749,2026-09-09 21:54:54.184219
D00839,16.276241,80.429826,2026-09-09 21:55:02.072713
D00457,16.302269,80.438835,2026-09-09 21:55:11.392396
D00175,16.313219,80.435797,2026-09-09 21:55:28.937630
D00055,16.311948,80.429765,2026-09-09 21:55:31.732341
D00939,16.311257,80.445179,2026-09-09 21:55:33.258642
D00040,16.30891,80.431345,2026-09-09 21:55:42.705288
D00140,16.312009,80.443579,2026-09-09 21:55:49.879015
D00221,16.302244,80.3965,2026-09-09 21:56:33.011837
D00341,16.313265,80.424991,2026-09-09 21:56:45.212228
D00610,16.310742,80.436521,2026-09-09 21:56:54.637967
D00335,16.313883,80.433125,2026-09-09 21:57:09.201713
D00156,16.267128,80.454654,2026-09-09 21:58:00.905274
D00622,16.302855,80.437136,2026-09-09 21:58:12.658299
D00961,16.311455,80.430911,2026-09-09 21:58:16.297193
D00481,16.301944,80.433576,2026-09-09 21:58:29.429870
D00414,16.314417,80.432647,2026-09-09 21:59:00.329096
D00646,16.301079,80.434861,2026-09-09 21:59:03.695416
D00043,16.314116,80.436307,2026-09-09 21:59:06.711298
D00515,16.307879,80.431889,2026-09-09 21:59:08.483253
D00993,16.299163,80.427375,2026-09-09 21:59:14.351825
D00424,16.309833,80.432956,2026-09-09 21:59:17.343814
D00951,16.298415,80.439841,2026-09-09 21:59:37.280662
D00496,16.30814,80.453494,2026-09-09 21:59:38.455517
D00786,16.310916,80.435831,2026-09-09 21:59:48.972538
D00200,16.31985,80.450951,2026-09-09 22:00:00.976502
D00144,16.305731,80.442141,2026-09-09 22:00:14.885724
D00389,16.288432,80.420518,2026-09-09 22:00:23.289303
D00420,16.27094,80.436174,2026-09-09 22:00:26.338818
D00796,16.321478,80.451391,2026-09-09 22:00:36.993557
D00152,16.299559,80.437713,2026-09-09 22:01:00.899275
D00684,16.290658,80.424802,2026-09-09 22:01:07.762758
D00163,16.313539,80.439372,2026-09-09 22:01:15.915593
D00522,16.306134,80.397654,2026-09-09 22:01:22.496444
D00888,16.30776,80.439773,2026-09-09 22:02:00.163699
D00391,16.312088,80.442236,2026-09-09 22:02:18.291369
D00098,16.301368,80.443781,2026-09-09 22:02:22.810207
D00289,16.313726,80.434577,2026-09-09 22:02:26.123849
D00562,16.309195,80.427241,2026-09-09 22:02:26.561603
D00535,16.308387,80.440199,2026-09-09 22:02:56.516668
D00202,16.270152,80.429942,2026-09-09 22:03:24.980549
D00608,16.316836,80.44102,2026-09-09 22:03:27.634234
D00482,16.30619,80.428621,2026-09-09 22:03:28.431966
D00490,16.305875,80.448792,2026-09-09 22:03:58.443910
D00823,16.302127,80.446757,2026-09-09 22:04:05.044619
D00079,16.298901,80.442263,2026-09-09 22:04:08.773098
D00587,16.305648,80.435881,2026-09-09 22:04:19.602586
D00981,16.312418,80.43309,2026-09-09 22:04:22.331744
D00054,16.306398,80.442521,2026-09-09 22:04:56.730343
D00166,16.302352,80.438854,2026-09-09 22:04:56.921606
D00919,16.299791,80.438169,2026-09-09 22:06:07.220821
D00123,16.30764,80.433656,2026-09-09 22:06:22.850412
D00679,16.307605,80.440932,2026-09-09 22:06:25.752182
D00409,16.307648,80.436577,2026-09-09 22:06:38.321666
D00622,16.297909,80.422799,2026-09-09 22:07:10.658299
D00718,16.284136,80.435112,2026-09-09 22:07:10.835384
D00435,16.312571,80.437508,2026-09-09 22:07:12.359245
D00999,16.310231,80.437496,2026-09-09 22:07:31.361362
D00871,16.292026,80.431653,2026-09-09 22:08:06.132608
D00034,16.299742,80.42122,2026-09-09 22:08:11.694480
D00045,16.309003,80.441069,2026-09-09 22:08:14.715299
D00305,16.297702,80.432431,2026-09-09 22:08:40.152708
D00374,16.306871,80.432669,2026-09-09 22:08:43.265602
D00808,16.305527,80.430221,2026-09-09 22:08:48.016825
D00614,16.301619,80.439704,2026-09-09 22:08:49.645442
D00739,16.304672,80.439099,2026-09-09 22:09:26.878709
D00669,16.318663,80.440708,2026-09-09 22:09:35.734058
D00603,16.314095,80.416642,2026-09-09 22:09:39.628230
D00908,16.29881,80.44153,2026-09-09 22:10:00.199777
D00031,16.307274,80.446822,2026-09-09 22:10:01.688971
D00895,16.329761,80.423844,2026-09-09 22:10:09.174731
D00531,16.297289,80.438959,2026-09-09 22:10:21.510379
D00347,16.305367,80.432601,2026-09-09 22:10:33.220743
D00826,16.31117,80.438209,2026-09-09 22:10:44.050005
D00601,16.32163,80.43733,2026-09-09 22:10:47.624283
D00236,16.296804,80.43282,2026-09-09 22:11:01.033935
D00674,16.313752,80.423254,2026-09-09 22:11:09.741683
D00585,16.309704,80.432632,2026-09-09 22:11:10.598587
D00043,16.303473,80.436813,2026-09-09 22:12:06.711298
D00055,16.301659,80.455502,2026-09-09 22:12:11.732341
D00821,16.315301,80.441074,2026-09-09 22:12:14.039633
D00546,16.30279,80.441274,2026-09-09 22:12:16.537808
D00387,16.306522,80.448854,2026-09-09 22:12:22.285746
D00035,16.311768,80.439454,2026-09-09 22:12:30.696785
D00895,16.305105,80.430442,2026-09-09 22:12:34.174731
D00322,16.306206,80.451993,2026-09-09 22:12:35.181751
D00787,16.292463,80.447406,2026-09-09 22:12:35.973564
D00879,16.308732,80.442114,2026-09-09 22:13:11.146170
D00056,16.315538,80.436824,2026-09-09 22:13:18.733326
D00472,16.28719,80.443994,2026-09-09 22:13:21.415335
D00566,16.299729,80.444599,2026-09-09 22:13:25.568317
D00933,16.301663,80.432908,2026-09-09 22:13:49.248127
D00176,16.30183,80.442568,2026-09-09 22:14:18.939630
D00079,16.293345,80.435526,2026-09-09 22:14:45.773098
D00893,16.30558,80.430516,2026-09-09 22:14:47.171732
D00588,16.307955,80.443501,2026-09-09 22:14:52.603587
D00254,16.300735,80.433963,2026-09-09 22:14:53.064501
D00791,16.306814,80.433866,2026-09-09 22:14:57.983718
D00406,16.284819,80.452457,2026-09-09 22:15:07.316558
D00837,16.301102,80.424879,2026-09-09 22:15:18.069719
D00211,16.317134,80.42445,2026-09-09 22:15:35.991928
D00537,16.306424,80.420734,2026-09-09 22:15:57.520772
D00582,16.298145,80.425027,2026-09-09 22:16:01.593862
D00117,16.2996,80.436877,2026-09-09 22:17:09.840836
D00133,16.308707,80.453806,2026-09-09 22:17:14.866501
D00751,16.302891,80.442851,2026-09-09 22:17:20.902141
D00414,16.306595,80.432685,2026-09-09 22:17:36.329096
D00399,16.315482,80.42509,2026-09-09 22:17:44.304432
D00694,16.317796,80.434562,2026-09-09 22:17:49.783834
D00164,16.321809,80.465861,2026-09-09 22:18:13.917601
D00772,16.301502,80.441947,2026-09-09 22:18:17.940980
D00678,16.295903,80.430295,2026-09-09 22:18:20.749296
D00952,16.305847,80.440563,2026-09-09 22:18:21.282661
D00216,16.312266,80.439501,2026-09-09 22:18:32.000718
D00784,16.311682,80.440792,2026-09-09 22:18:43.968536
D00544,16.302595,80.453478,2026-09-09 22:18:45.534272
D00649,16.301118,80.435867,2026-09-09 22:18:58.700456
D00802,16.310486,80.422979,2026-09-09 22:19:00.004091
D00990,16.314104,80.434584,2026-09-09 22:19:11.346811
D00849,16.305809,80.432313,2026-09-09 22:19:31.090438
D00400,16.309053,80.426408,2026-09-09 22:19:37.306048
D00778,16.308193,80.437664,2026-09-09 22:19:52.954497
D00234,16.301684,80.44944,2026-09-09 22:19:55.032041
D00638,16.306631,80.439792,2026-09-09 22:19:55.684123
D00702,16.310848,80.418757,2026-09-09 22:20:31.805335
D00049,16.330604,80.432193,2026-09-09 22:21:00.721815
D00688,16.293687,80.447836,2026-09-09 22:21:02.771276
D00886,16.298908,80.429686,2026-09-09 22:21:06.157699
D00888,16.298288,80.437048,2026-09-09 22:22:01.163699
D00376,16.314095,80.435505,2026-09-09 22:22:01.267711
D00166,16.301549,80.437585,2026-09-09 22:22:01.921606
D00424,16.324818,80.468788,2026-09-09 22:22:17.343814
D00791,16.309809,80.44273,2026-09-09 22:22:31.983718
D00193,16.307797,80.435932,2026-09-09 22:22:32.966775
D00873,16.298066,80.434637,2026-09-09 22:22:35.135621
D00296,16.309662,80.433456,2026-09-09 22:22:36.135975
D00779,16.298167,80.431858,2026-09-09 22:22:54.957053
D00394,16.300833,80.441338,2026-09-09 22:23:27.297425
D00760,16.311608,80.432607,2026-09-09 22:23:27.917185
D00922,16.316007,80.441522,2026-09-09 22:23:33.228344
D00266,16.303753,80.433698,2026-09-09 22:23:42.085461
D00077,16.318691,80.429048,2026-09-09 22:24:05.770096
D00930,16.300821,80.443075,2026-09-09 22:24:40.241606
D00720,16.308257,80.436941,2026-09-09 22:25:03.838641
D00538,16.308869,80.455239,2026-09-09 22:25:05.523669
D00016,16.296175,80.434335,2026-09-09 22:25:12.664434
D00891,16.317611,80.442794,2026-09-09 22:25:30.168731
D00670,16.300784,80.440747,2026-09-09 22:25:43.735662
D00473,16.311491,80.42992,2026-09-09 22:26:23.417341
D00987,16.3177,80.436709,2026-09-09 22:26:28.341256
D00911,16.315986,80.411414,2026-09-09 22:26:33.203793
D00113,16.305664,80.428172,2026-09-09 22:26:40.834303
D00819,16.301291,80.437851,2026-09-09 22:26:43.036617
D00021,16.305506,80.446975,2026-09-09 22:26:43.672949
D00307,16.317685,80.445691,2026-09-09 22:26:45.156212
D00824,16.307006,80.42696,2026-09-09 22:26:50.045640
D00995,16.302594,80.433938,2026-09-09 22:26:53.355348
D00903,16.306179,80.412782,2026-09-09 22:26:54.188745
D00628,16.302151,80.425491,2026-09-09 22:27:10.667348
D00272,16.317722,80.446567,2026-09-09 22:27:26.097499
D00514,16.303781,80.43762,2026-09-09 22:27:27.482255
D00263,16.30791,80.434755,2026-09-09 22:28:01.079850
D00967,16.303028,80.435227,2026-09-09 22:28:08.309715
D00148,16.310964,80.435796,2026-09-09 22:28:17.891837
D00148,16.317162,80.431985,2026-09-09 22:28:26.891837
D00904,16.30822,80.436358,2026-09-09 22:28:29.189727
D00999,16.298647,80.416155,2026-09-09 22:28:29.361362
D00207,16.309038,80.434791,2026-09-09 22:28:31.987326
D00096,16.30684,80.444876,2026-09-09 22:28:36.806194
D00214,16.306017,80.440778,2026-09-09 22:28:45.998723
D00845,16.310228,80.442264,2026-09-09 22:28:53.083910
D00545,16.28692,80.443743,2026-09-09 22:29:45.535684
D00425,16.311139,80.441296,2026-09-09 22:29:53.345425
D00286,16.31129,80.441163,2026-09-09 22:30:31.118836
D00255,16.316801,80.443241,2026-09-09 22:31:17.067012
D00884,16.309136,80.42814,2026-09-09 22:31:33.154182
D00647,16.31445,80.44169,2026-09-09 22:31:33.697466
D00930,16.320698,80.410615,2026-09-09 22:32:00.241606
D00600,16.303381,80.437405,2026-09-09 22:32:16.622284
D00548,16.306935,80.437934,2026-09-09 22:32:22.540803
D00189,16.298505,80.43228,2026-09-09 22:32:46.959165
D00258,16.272366,80.440979,2026-09-09 22:33:03.072131
D00275,16.308665,80.429284,2026-09-09 22:33:03.101505
D00880,16.301202,80.432441,2026-09-09 22:33:03.148183
D00479,16.303765,80.441139,2026-09-09 22:33:09.425850
D00005,16.302767,80.438791,2026-09-09 22:33:30.639665
D00728,16.306785,80.423699,2026-09-09 22:33:57.855663
D00604,16.309662,80.425463,2026-09-09 22:34:00.629231
D00771,16.297682,80.437121,2026-09-09 22:34:08.939995
D00121,16.315663,80.457821,2026-09-09 22:34:21.847422
D00709,16.310708,80.434422,2026-09-09 22:34:24.818851
D00331,16.319878,80.420563,2026-09-09 22:34:26.195702
D00428,16.304623,80.431513,2026-09-09 22:34:30.349538
D00508,16.299355,80.435166,2026-09-09 22:34:35.472345
D00061,16.290983,80.428137,2026-09-09 22:35:14.741547
D00369,16.315559,80.436522,2026-09-09 22:35:16.256989
D00273,16.309377,80.428271,2026-09-09 22:35:25.098505
D00091,16.306848,80.470712,2026-09-09 22:35:26.797688
D00504,16.30814,80.436879,2026-09-09 22:35:38.467355
D00576,16.308384,80.446852,2026-09-09 22:35:43.584731
D00025,16.314306,80.443044,2026-09-09 22:35:43.680475
D00782,16.311327,80.435663,2026-09-09 22:35:57.964029
D00335,16.312043,80.42789,2026-09-09 22:35:58.201713
D00283,16.299419,80.431903,2026-09-09 22:36:02.114123
D00699,16.308553,80.428573,2026-09-09 22:36:12.799731
D00816,16.311629,80.415026,2026-09-09 22:36:27.031367
D00751,16.30345,80.434064,2026-09-09 22:36:27.902141
D00129,16.301291,80.429547,2026-09-09 22:36:34.859964
D00989,16.311565,80.439779,2026-09-09 22:37:07.345277
D00807,16.315677,80.434206,2026-09-09 22:37:08.015627
D00071,16.289102,80.427854,2026-09-09 22:37:13.760587
D00246,16.343776,80.440964,2026-09-09 22:37:30.050874
D00921,16.308891,80.428844,2026-09-09 22:37:44.225325
D00393,16.303123,80.437078,2026-09-09 22:37:45.295705
D00298,16.299813,80.450638,2026-09-09 22:38:08.138985
D00303,16.306672,80.444113,2026-09-09 22:38:18.147810
D00237,16.296783,80.440849,2026-09-09 22:38:22.036548
D00618,16.315335,80.441114,2026-09-09 22:38:40.651682
D00325,16.319405,80.42932,2026-09-09 22:38:46.186370
D00034,16.307735,80.429014,2026-09-09 22:38:55.694480
D00270,16.293499,80.442362,2026-09-09 22:39:17.092987
D00457,16.304162,80.439805,2026-09-09 22:40:13.392396
D00475,16.296541,80.429004,2026-09-09 22:40:19.420346
D00342,16.312555,80.429339,2026-09-09 22:40:57.213228
D00657,16.306671,80.43956,2026-09-09 22:41:05.713850
D00935,16.332803,80.407667,2026-09-09 22:41:18.251125
D00379,16.307277,80.434081,2026-09-09 22:41:24.272711
D00448,16.32229,80.43705,2026-09-09 22:41:31.377682
D00164,16.304464,80.44416,2026-09-09 22:42:02.917601
D00020,16.30103,80.44016,2026-09-09 22:42:05.670949
D00042,16.276973,80.455622,2026-09-09 22:42:18.710299
D00998,16.30957,80.434215,2026-09-09 22:42:21.359360
D00924,16.298853,80.440761,2026-09-09 22:42:40.231371
D00341,16.302681,80.451701,2026-09-09 22:42:43.212228
D00202,16.313315,80.441796,2026-09-09 22:42:43.980549
D00389,16.308706,80.427455,2026-09-09 22:43:05.289303
D00358,16.306597,80.444719,2026-09-09 22:43:19.239061
D00417,16.308414,80.434023,2026-09-09 22:43:29.333096
D00269,16.306525,80.442373,2026-09-09 22:43:30.090476
D00120,16.302034,80.439659,2026-09-09 22:43:58.846396
D00524,16.301867,80.43572,2026-09-09 22:44:17.498541
D00720,16.308193,80.432645,2026-09-09 22:44:18.838641
D00026,16.316929,80.437177,2026-09-09 22:44:27.682461
D00331,16.318095,80.430569,2026-09-09 22:44:30.195702
D00102,16.309601,80.442619,2026-09-09 22:45:11.816716
D00763,16.303295,80.453126,2026-09-09 22:45:12.923189
D00057,16.334733,80.436435,2026-09-09 22:45:49.735325
D00695,16.28942,80.420306,2026-09-09 22:46:02.787689
D00986,16.317603,80.430441,2026-09-09 22:46:03.339255
D00939,16.282118,80.451541,2026-09-09 22:46:17.258642
D00461,16.3126,80.440485,2026-09-09 22:46:17.398319
D00305,16.289725,80.434975,2026-09-09 22:46:23.152708
D00790,16.317319,80.430848,2026-09-09 22:46:29.981702
D00121,16.305995,80.429208,2026-09-09 22:46:36.847422
D00213,16.303227,80.438246,2026-09-09 22:46:44.996613
D00807,16.309782,80.436463,2026-09-09 22:47:01.015627
D00872,16.305044,80.433394,2026-09-09 22:47:09.133609
D00142,16.290298,80.411234,2026-09-09 22:47:34.883014
D00142,16.304039,80.416598,2026-09-09 22:47:59.883014
D00073,16.287028,80.425805,2026-09-09 22:48:02.763584
D00576,16.30236,80.439332,2026-09-09 22:48:11.584731
D00460,16.304728,80.472758,2026-09-09 22:48:13.396314
D00620,16.327523,80.442406,2026-09-09 22:48:20.655682
D00653,16.300672,80.441366,2026-09-09 22:49:02.707238
D00022,16.301135,80.435246,2026-09-09 22:49:13.675453
D00202,16.302941,80.432736,2026-09-09 22:49:16.980549
D00494,16.324301,80.439663,2026-09-09 22:49:30.452811
D00508,16.314696,80.414904,2026-09-09 22:49:39.472345
D00687,16.310869,80.444926,2026-09-09 22:49:50.769277
D00473,16.31536,80.444555,2026-09-09 22:49:58.417341
D00809,16.313141,80.441104,2026-09-09 22:50:19.018841
D00533,16.310619,80.433079,2026-09-09 22:50:36.513329
D00903,16.296688,80.444139,2026-09-09 22:50:39.188745
D00941,16.307922,80.428733,2026-09-09 22:50:49.261643
D00838,16.311187,80.431768,2026-09-09 22:50:52.070712
D00770,16.312768,80.441488,2026-09-09 22:51:12.937980
D00526,16.308162,80.447513,2026-09-09 22:51:48.502423
D00684,16.30983,80.438184,2026-09-09 22:52:00.762758
D00840,16.297413,80.439469,2026-09-09 22:52:12.073728
D00193,16.307494,80.437292,2026-09-09 22:52:20.966775
D00645,16.320293,80.426445,2026-09-09 22:52:29.693848
D00025,16.318717,80.428412,2026-09-09 22:52:30.680475
D00968,16.278375,80.451224,2026-09-09 22:52:56.312714
D00163,16.332942,80.441807,2026-09-09 22:52:57.915593
D00333,16.308023,80.430455,2026-09-09 22:53:09.198713
D00952,16.296153,80.437432,2026-09-09 22:53:12.282661
D00180,16.308145,80.439294,2026-09-09 22:53:41.946339
D00152,16.307209,80.44086,2026-09-09 22:53:43.899275
D00275,16.30961,80.4306,2026-09-09 22:53:55.101505
D00908,16.31633,80.441479,2026-09-09 22:54:00.199777
D00045,16.335771,80.418782,2026-09-09 22:54:15.715299
D00286,16.29886,80.439207,2026-09-09 22:54:29.118836
D00243,16.308655,80.445935,2026-09-09 22:54:33.046775
D00204,16.30072,80.440514,2026-09-09 22:54:36.982605
D00610,16.315419,80.435389,2026-09-09 22:54:44.637967
D00283,16.289702,80.444613,2026-09-09 22:55:56.114123
D00932,16.310023,80.432038,2026-09-09 22:56:18.247121
D00460,16.302715,80.473632,2026-09-09 22:56:19.396314
D00793,16.32113,80.435658,2026-09-09 22:56:44.987028
D00550,16.325021,80.437059,2026-09-09 22:56:46.543808
D00773,16.30676,80.447115,2026-09-09 22:56:47.943982
D00764,16.299766,80.444578,2026-09-09 22:56:53.925697
D00739,16.309742,80.440814,2026-09-09 22:56:55.878709
D00737,16.30063,80.437408,2026-09-09 22:57:06.874189
D00628,16.28972,80.470561,2026-09-09 22:57:08.667348
D00857,16.287562,80.438016,2026-09-09 22:57:16.107044
D00048,16.30817,80.428747,2026-09-09 22:57:21.719815
D00540,16.301183,80.444353,2026-09-09 22:57:44.526171
D00583,16.29341,80.438539,2026-09-09 22:57:55.595474
D00301,16.305444,80.427305,2026-09-09 22:58:04.144090
D00507,16.286849,80.436585,2026-09-09 22:58:05.471344
