Date,Hour,StoreID,StoreName,GPSObservations,UniqueVisitors
2026-09-15,23,S001,GeoPulse Store A,45,44
2026-09-16,0,S001,GeoPulse Store A,72,69
2026-09-16,1,S001,GeoPulse Store A,56,55
2026-09-16,2,S001,GeoPulse Store A,54,52
2026-09-16,3,S001,GeoPulse Store A,52,51
2026-09-16,4,S001,GeoPulse Store A,49,49
2026-09-16,5,S001,GeoPulse Store A,47,45
2026-09-16,6,S001,GeoPulse Store A,49,49
2026-09-16,7,S001,GeoPulse Store A,79,76
2026-09-16,8,S001,GeoPulse Store A,73,69
2026-09-16,9,S001,GeoPulse Store A,67,66
2026-09-16,10,S001,GeoPulse Store A,78,74
2026-09-16,11,S001,GeoPulse Store A,66,66
2026-09-16,12,S001,GeoPulse Store A,57,56
2026-09-16,13,S001,GeoPulse Store A,48,47
2026-09-16,14,S001,GeoPulse Store A,60,57
2026-09-16,15,S001,GeoPulse Store A,60,59
2026-09-16,16,S001,GeoPulse Store A,55,53
2026-09-16,17,S001,GeoPulse Store A,93,89
2026-09-16,18,S001,GeoPulse Store A,79,74
2026-09-16,19,S001,GeoPulse Store A,77,69
2026-09-16,20,S001,GeoPulse Store A,94,91
2026-09-16,21,S001,GeoPulse Store A,39,38
2026-09-09,21,S002,GeoPulse Store B,37,35
2026-09-09,22,S002,GeoPulse Store B,45,44
2026-09-09,23,S002,GeoPulse Store B,42,41
2026-09-10,0,S002,GeoPulse Store B,41,40
2026-09-10,1,S002,GeoPulse Store B,54,54
2026-09-10,2,S002,GeoPulse Store B,50,49
2026-09-10,3,S002,GeoPulse Store B,47,47
2026-09-10,4,S002,GeoPulse Store B,41,40
2026-09-10,5,S002,GeoPulse Store B,46,44
2026-09-10,6,S002,GeoPulse Store B,40,39
2026-09-10,7,S002,GeoPulse Store B,67,67
2026-09-10,8,S002,GeoPulse Store B,60,57
2026-09-10,9,S002,GeoPulse Store B,69,66
2026-09-10,10,S002,GeoPulse Store B,78,77
2026-09-10,11,S002,GeoPulse Store B,30,28
2026-09-10,12,S002,GeoPulse Store B,44,44
2026-09-10,13,S002,GeoPulse Store B,43,41
2026-09-10,14,S002,GeoPulse Store B,48,48
2026-09-10,15,S002,GeoPulse Store B,37,37
2026-09-10,16,S002,GeoPulse Store B,46,46
2026-09-10,17,S002,GeoPulse Store B,71,67
2026-09-10,18,S002,GeoPulse Store B,69,68
2026-09-10,19,S002,GeoPulse Store B,77,77
2026-09-10,20,S002,GeoPulse Store B,71,66
2026-09-10,21,S002,GeoPulse Store B,75,74
2026-09-10,22,S002,GeoPulse Store B,34,32
2026-09-10,23,S002,GeoPulse Store B,47,45
2026-09-11,0,S002,GeoPulse Store B,52,49
2026-09-11,1,S002,GeoPulse Store B,35,34
2026-09-11,2,S002,GeoPulse Store B,31,30
2026-09-11,3,S002,GeoPulse Store B,42,38
2026-09-11,4,S002,GeoPulse Store B,36,35
2026-09-11,5,S002,GeoPulse Store B,41,39
2026-09-11,6,S002,GeoPulse Store B,39,38
2026-09-11,7,S002,GeoPulse Store B,63,60
2026-09-11,8,S002,GeoPulse Store B,68,67
2026-09-11,9,S002,GeoPulse Store B,62,57
2026-09-11,10,S002,GeoPulse Store B,60,59
2026-09-11,11,S002,GeoPulse Store B,36,34
2026-09-11,12,S002,GeoPulse Store B,37,37
2026-09-11,13,S002,GeoPulse Store B,44,41
2026-09-11,14,S002,GeoPulse Store B,53,53
2026-09-11,15,S002,GeoPulse Store B,36,34
2026-09-11,16,S002,GeoPulse Store B,44,43
2026-09-11,17,S002,GeoPulse Store B,66,63
2026-09-11,18,S002,GeoPulse Store B,66,63
2026-09-11,19,S002,GeoPulse Store B,63,62
2026-09-11,20,S002,GeoPulse Store B,65,63
2026-09-11,21,S002,GeoPulse Store B,64,63
2026-09-11,22,S002,GeoPulse Store B,49,47
2026-09-11,23,S002,GeoPulse Store B,57,56
2026-09-12,0,S002,GeoPulse Store B,38,38
2026-09-12,1,S002,GeoPulse Store B,48,45
2026-09-12,2,S002,GeoPulse Store B,49,48
2026-09-12,3,S002,GeoPulse Store B,50,49
2026-09-12,4,S002,GeoPulse Store B,45,44
2026-09-12,5,S002,GeoPulse Store B,43,42
2026-09-12,6,S002,GeoPulse Store B,55,54
2026-09-12,7,S002,GeoPulse Store B,79,75
2026-09-12,8,S002,GeoPulse Store B,72,71
2026-09-12,9,S002,GeoPulse Store B,68,65
2026-09-12,10,S002,GeoPulse Store B,58,56
2026-09-12,11,S002,GeoPulse Store B,46,45
2026-09-12,12,S002,GeoPulse Store B,42,41
2026-09-12,13,S002,GeoPulse Store B,45,44
2026-09-12,14,S002,GeoPulse Store B,46,45
2026-09-12,15,S002,GeoPulse Store B,44,42
2026-09-12,16,S002,GeoPulse Store B,38,37
2026-09-12,17,S002,GeoPulse Store B,67,66
2026-09-12,18,S002,GeoPulse Store B,71,69
2026-09-12,19,S002,GeoPulse Store B,67,62
2026-09-12,20,S002,GeoPulse Store B,68,65
2026-09-12,21,S002,GeoPulse Store B,65,63
2026-09-12,22,S002,GeoPulse Store B,39,38
2026-09-12,23,S002,GeoPulse Store B,37,37
2026-09-13,0,S002,GeoPulse Store B,49,45
2026-09-13,1,S002,GeoPulse Store B,47,45
2026-09-13,2,S002,GeoPulse Store B,47,47
2026-09-13,3,S002,GeoPulse Store B,38,36
2026-09-13,4,S002,GeoPulse Store B,37,37
2026-09-13,5,S002,GeoPulse Store B,35,34
2026-09-13,6,S002,GeoPulse Store B,41,39
2026-09-13,7,S002,GeoPulse Store B,72,70
2026-09-13,8,S002,GeoPulse Store B,66,65
2026-09-13,9,S002,GeoPulse Store B,59,57
2026-09-13,10,S002,GeoPulse Store B,62,61
2026-09-13,11,S002,GeoPulse Store B,51,49
2026-09-13,12,S002,GeoPulse Store B,48,48
2026-09-13,13,S002,GeoPulse Store B,48,46
2026-09-13,14,S002,GeoPulse Store B,48,47
2026-09-13,15,S002,GeoPulse Store B,55,54
2026-09-13,16,S002,GeoPulse Store B,56,54
2026-09-13,17,S002,GeoPulse Store B,63,56
2026-09-13,18,S002,GeoPulse Store B,68,65
2026-09-13,19,S002,GeoPulse Store B,74,72
2026-09-13,20,S002,GeoPulse Store B,69,66
2026-09-13,21,S002,GeoPulse Store B,66,66
2026-09-13,22,S002,GeoPulse Store B,54,54
2026-09-13,23,S002,GeoPulse Store B,47,47
2026-09-14,0,S002,GeoPulse Store B,47,46
2026-09-14,1,S002,GeoPulse Store B,44,42
2026-09-14,2,S002,GeoPulse Store B,47,47
2026-09-14,3,S002,GeoPulse Store B,47,47
2026-09-14,4,S002,GeoPulse Store B,48,46
2026-09-14,5,S002,GeoPulse Store B,39,39
2026-09-14,6,S002,GeoPulse Store B,54,52
2026-09-14,7,S002,GeoPulse Store B,67,62
2026-09-14,8,S002,GeoPulse Store B,68,67
2026-09-14,9,S002,GeoPulse Store B,61,58
2026-09-14,10,S002,GeoPulse Store B,73,70
2026-09-14,11,S002,GeoPulse Store B,45,43
2026-09-14,12,S002,GeoPulse Store B,50,48
2026-09-14,13,S002,GeoPulse Store B,44,44
2026-09-14,14,S002,GeoPulse Store B,41,40
2026-09-14,15,S002,GeoPulse Store B,24,24
2026-09-14,16,S002,GeoPulse Store B,37,37
2026-09-14,17,S002,GeoPulse Store B,83,80
2026-09-14,18,S002,GeoPulse Store B,57,54
2026-09-14,19,S002,GeoPulse Store B,74,71
2026-09-14,20,S002,GeoPulse Store B,55,55
2026-09-14,21,S002,GeoPulse Store B,69,69
2026-09-14,22,S002,GeoPulse Store B,36,36
2026-09-14,23,S002,GeoPulse Store B,51,49
2026-09-15,0,S002,GeoPulse Store B,38,36
2026-09-15,1,S002,GeoPulse Store B,39,38
2026-09-15,2,S002,GeoPulse Store B,46,43
2026-09-15,3,S002,GeoPulse Store B,40,39
2026-09-15,4,S002,GeoPulse Store B,50,50
2026-09-15,5,S002,GeoPulse Store B,44,43
2026-09-15,6,S002,GeoPulse Store B,41,40
2026-09-15,7,S002,GeoPulse Store B,72,68
2026-09-15,8,S002,GeoPulse Store B,68,66
2026-09-15,9,S002,GeoPulse Store B,62,62
2026-09-15,10,S002,GeoPulse Store B,68,66
2026-09-15,11,S002,GeoPulse Store B,50,49
2026-09-15,12,S002,GeoPulse Store B,43,42
2026-09-15,13,S002,GeoPulse Store B,41,40
2026-09-15,14,S002,GeoPulse Store B,42,40
2026-09-15,15,S002,GeoPulse Store B,33,33
2026-09-15,16,S002,GeoPulse Store B,30,29
2026-09-15,17,S002,GeoPulse Store B,63,62
2026-09-15,18,S002,GeoPulse Store B,64,63
2026-09-15,19,S002,GeoPulse Store B,61,60
2026-09-15,20,S002,GeoPulse Store B,71,65
2026-09-15,21,S002,GeoPulse Store B,59,58
2026-09-15,22,S002,GeoPulse Store B,49,46
2026-09-15,23,S002,GeoPulse Store B,46,44
2026-09-16,0,S002,GeoPulse Store B,49,48
2026-09-16,1,S002,GeoPulse Store B,41,39
2026-09-16,2,S002,GeoPulse Store B,47,45
2026-09-16,3,S002,GeoPulse Store B,47,45
2026-09-16,4,S002,GeoPulse Store B,52,50
2026-09-16,5,S002,GeoPulse Store B,44,44
2026-09-16,6,S002,GeoPulse Store B,45,45
2026-09-16,7,S002,GeoPulse Store B,62,58
2026-09-16,8,S002,GeoPulse Store B,54,53
2026-09-16,9,S002,GeoPulse Store B,47,44
2026-09-16,10,S002,GeoPulse Store B,68,65
2026-09-16,11,S002,GeoPulse Store B,47,46
2026-09-16,12,S002,GeoPulse Store B,39,38
2026-09-16,13,S002,GeoPulse Store B,39,39
2026-09-16,14,S002,GeoPulse Store B,57,56
2026-09-16,15,S002,GeoPulse Store B,53,52
2026-09-16,16,S002,GeoPulse Store B,46,43
2026-09-16,17,S002,GeoPulse Store B,75,72
2026-09-16,18,S002,GeoPulse Store B,57,56
2026-09-16,19,S002,GeoPulse Store B,72,66
2026-09-16,20,S002,GeoPulse Store B,64,62
2026-09-16,21,S002,GeoPulse Store B,31,30
2026-09-09,21,S003,GeoPulse Store C,35,35
2026-09-09,22,S003,GeoPulse Store C,30,29
2026-09-09,23,S003,GeoPulse Store C,38,38
2026-09-10,0,S003,GeoPulse Store C,35,35
2026-09-10,1,S003,GeoPulse Store C,34,33
2026-09-10,2,S003,GeoPulse Store C,27,26
2026-09-10,3,S003,GeoPulse Store C,33,33
2026-09-10,4,S003,GeoPulse Store C,42,41
2026-09-10,5,S003,GeoPulse Store C,42,42
2026-09-10,6,S003,GeoPulse Store C,44,41
2026-09-10,7,S003,GeoPulse Store C,56,56
2026-09-10,8,S003,GeoPulse Store C,50,49
2026-09-10,9,S003,GeoPulse Store C,57,55
2026-09-10,10,S003,GeoPulse Store C,69,66
2026-09-10,11,S003,GeoPulse Store C,45,45
2026-09-10,12,S003,GeoPulse Store C,34,33
2026-09-10,13,S003,GeoPulse Store C,46,43
2026-09-10,14,S003,GeoPulse Store C,50,49
2026-09-10,15,S003,GeoPulse Store C,30,29
2026-09-10,16,S003,GeoPulse Store C,39,39
2026-09-10,17,S003,GeoPulse Store C,58,56
2026-09-10,18,S003,GeoPulse Store C,69,65
2026-09-10,19,S003,GeoPulse Store C,56,54
2026-09-10,20,S003,GeoPulse Store C,54,52
2026-09-10,21,S003,GeoPulse Store C,45,43
2026-09-10,22,S003,GeoPulse Store C,42,41
2026-09-10,23,S003,GeoPulse Store C,59,58
2026-09-11,0,S003,GeoPulse Store C,46,45
2026-09-11,1,S003,GeoPulse Store C,37,35
2026-09-11,2,S003,GeoPulse Store C,38,37
2026-09-11,3,S003,GeoPulse Store C,46,45
2026-09-11,4,S003,GeoPulse Store C,30,30
2026-09-11,5,S003,GeoPulse Store C,46,46
2026-09-11,6,S003,GeoPulse Store C,46,44
2026-09-11,7,S003,GeoPulse Store C,61,58
2026-09-11,8,S003,GeoPulse Store C,49,48
2026-09-11,9,S003,GeoPulse Store C,62,61
2026-09-11,10,S003,GeoPulse Store C,65,64
2026-09-11,11,S003,GeoPulse Store C,45,44
2026-09-11,12,S003,GeoPulse Store C,48,47
2026-09-11,13,S003,GeoPulse Store C,47,47
2026-09-11,14,S003,GeoPulse Store C,43,41
2026-09-11,15,S003,GeoPulse Store C,38,37
2026-09-11,16,S003,GeoPulse Store C,33,32
2026-09-11,17,S003,GeoPulse Store C,71,69
2026-09-11,18,S003,GeoPulse Store C,62,59
2026-09-11,19,S003,GeoPulse Store C,57,53
2026-09-11,20,S003,GeoPulse Store C,67,66
2026-09-11,21,S003,GeoPulse Store C,64,61
2026-09-11,22,S003,GeoPulse Store C,44,41
2026-09-11,23,S003,GeoPulse Store C,42,41
2026-09-12,0,S003,GeoPulse Store C,36,36
2026-09-12,1,S003,GeoPulse Store C,47,47
2026-09-12,2,S003,GeoPulse Store C,44,42
2026-09-12,3,S003,GeoPulse Store C,40,39
2026-09-12,4,S003,GeoPulse Store C,35,33
2026-09-12,5,S003,GeoPulse Store C,32,32
2026-09-12,6,S003,GeoPulse Store C,31,30
2026-09-12,7,S003,GeoPulse Store C,59,57
2026-09-12,8,S003,GeoPulse Store C,61,60
2026-09-12,9,S003,GeoPulse Store C,50,48
2026-09-12,10,S003,GeoPulse Store C,59,54
2026-09-12,11,S003,GeoPulse Store C,40,40
2026-09-12,12,S003,GeoPulse Store C,41,38
2026-09-12,13,S003,GeoPulse Store C,49,49
2026-09-12,14,S003,GeoPulse Store C,50,49
2026-09-12,15,S003,GeoPulse Store C,40,39
2026-09-12,16,S003,GeoPulse Store C,51,51
2026-09-12,17,S003,GeoPulse Store C,60,59
2026-09-12,18,S003,GeoPulse Store C,69,65
2026-09-12,19,S003,GeoPulse Store C,43,43
2026-09-12,20,S003,GeoPulse Store C,43,41
2026-09-12,21,S003,GeoPulse Store C,61,59
2026-09-12,22,S003,GeoPulse Store C,36,36
2026-09-12,23,S003,GeoPulse Store C,48,47
2026-09-13,0,S003,GeoPulse Store C,42,42
2026-09-13,1,S003,GeoPulse Store C,30,28
2026-09-13,2,S003,GeoPulse Store C,39,39
2026-09-13,3,S003,GeoPulse Store C,42,40
2026-09-13,4,S003,GeoPulse Store C,41,40
2026-09-13,5,S003,GeoPulse Store C,37,37
2026-09-13,6,S003,GeoPulse Store C,37,36
2026-09-13,7,S003,GeoPulse Store C,66,62
2026-09-13,8,S003,GeoPulse Store C,57,54
2026-09-13,9,S003,GeoPulse Store C,62,59
2026-09-13,10,S003,GeoPulse Store C,63,61
2026-09-13,11,S003,GeoPulse Store C,39,37
2026-09-13,12,S003,GeoPulse Store C,41,37
2026-09-13,13,S003,GeoPulse Store C,40,40
2026-09-13,14,S003,GeoPulse Store C,28,28
2026-09-13,15,S003,GeoPulse Store C,39,39
2026-09-13,16,S003,GeoPulse Store C,36,35
2026-09-13,17,S003,GeoPulse Store C,70,66
2026-09-13,18,S003,GeoPulse Store C,48,46
2026-09-13,19,S003,GeoPulse Store C,42,41
2026-09-13,20,S003,GeoPulse Store C,47,46
2026-09-13,21,S003,GeoPulse Store C,71,67
2026-09-13,22,S003,GeoPulse Store C,46,44
2026-09-13,23,S003,GeoPulse Store C,44,44
2026-09-14,0,S003,GeoPulse Store C,41,41
2026-09-14,1,S003,GeoPulse Store C,44,43
2026-09-14,2,S003,GeoPulse Store C,41,39
2026-09-14,3,S003,GeoPulse Store C,34,34
2026-09-14,4,S003,GeoPulse Store C,31,31
2026-09-14,5,S003,GeoPulse Store C,42,40
2026-09-14,6,S003,GeoPulse Store C,39,38
2026-09-14,7,S003,GeoPulse Store C,68,65
2026-09-14,8,S003,GeoPulse Store C,61,58
2026-09-14,9,S003,GeoPulse Store C,57,56
2026-09-14,10,S003,GeoPulse Store C,63,62
2026-09-14,11,S003,GeoPulse Store C,27,27
2026-09-14,12,S003,GeoPulse Store C,29,29
2026-09-14,13,S003,GeoPulse Store C,50,49
2026-09-14,14,S003,GeoPulse Store C,33,33
2026-09-14,15,S003,GeoPulse Store C,45,44
2026-09-14,16,S003,GeoPulse Store C,43,42
2026-09-14,17,S003,GeoPulse Store C,65,63
2026-09-14,18,S003,GeoPulse Store C,47,47
2026-09-14,19,S003,GeoPulse Store C,72,69
2026-09-14,20,S003,GeoPulse Store C,65,62
2026-09-14,21,S003,GeoPulse Store C,74,69
2026-09-14,22,S003,GeoPulse Store C,44,44
2026-09-14,23,S003,GeoPulse Store C,26,25
2026-09-15,0,S003,GeoPulse Store C,36,36
2026-09-15,1,S003,GeoPulse Store C,42,41
2026-09-15,2,S003,GeoPulse Store C,38,38
2026-09-15,3,S003,GeoPulse Store C,35,35
2026-09-15,4,S003,GeoPulse Store C,37,37
2026-09-15,5,S003,GeoPulse Store C,46,46
2026-09-15,6,S003,GeoPulse Store C,50,47
2026-09-15,7,S003,GeoPulse Store C,53,51
2026-09-15,8,S003,GeoPulse Store C,60,60
2026-09-15,9,S003,GeoPulse Store C,55,55
2026-09-15,10,S003,GeoPulse Store C,50,48
2026-09-15,11,S003,GeoPulse Store C,40,38
2026-09-15,12,S003,GeoPulse Store C,30,30
2026-09-15,13,S003,GeoPulse Store C,33,33
2026-09-15,14,S003,GeoPulse Store C,43,40
2026-09-15,15,S003,GeoPulse Store C,53,52
2026-09-15,16,S003,GeoPulse Store C,47,45
2026-09-15,17,S003,GeoPulse Store C,73,68
2026-09-15,18,S003,GeoPulse Store C,64,59
2026-09-15,19,S003,GeoPulse Store C,57,55
2026-09-15,20,S003,GeoPulse Store C,50,47
2026-09-15,21,S003,GeoPulse Store C,56,54
2026-09-15,22,S003,GeoPulse Store C,32,31
2026-09-15,23,S003,GeoPulse Store C,38,38
2026-09-16,0,S003,GeoPulse Store C,44,44
2026-09-16,1,S003,GeoPulse Store C,45,45
2026-09-16,2,S003,GeoPulse Store C,51,51
2026-09-16,3,S003,GeoPulse Store C,43,43
2026-09-16,4,S003,GeoPulse Store C,33,33
2026-09-16,5,S003,GeoPulse Store C,40,40
2026-09-16,6,S003,GeoPulse Store C,49,46
2026-09-16,7,S003,GeoPulse Store C,51,48
2026-09-16,8,S003,GeoPulse Store C,68,67
2026-09-16,9,S003,GeoPulse Store C,67,64
2026-09-16,10,S003,GeoPulse Store C,59,55
2026-09-16,11,S003,GeoPulse Store C,33,33
2026-09-16,12,S003,GeoPulse Store C,49,46
2026-09-16,13,S003,GeoPulse Store C,28,27
2026-09-16,14,S003,GeoPulse Store C,44,42
2026-09-16,15,S003,GeoPulse Store C,36,35
2026-09-16,16,S003,GeoPulse Store C,41,40
2026-09-16,17,S003,GeoPulse Store C,54,53
2026-09-16,18,S003,GeoPulse Store C,43,42
2026-09-16,19,S003,GeoPulse Store C,53,50
2026-09-16,20,S003,GeoPulse Store C,65,61
2026-09-16,21,S003,GeoPulse Store C,27,27
2026-09-09,21,S004,GeoPulse Store D,43,42
2026-09-09,22,S004,GeoPulse Store D,32,31
2026-09-09,23,S004,GeoPulse Store D,33,32
2026-09-10,0,S004,GeoPulse Store D,38,37
2026-09-10,1,S004,GeoPulse Store D,51,49
2026-09-10,2,S004,GeoPulse Store D,42,42
2026-09-10,3,S004,GeoPulse Store D,48,47
2026-09-10,4,S004,GeoPulse Store D,38,37
2026-09-10,5,S004,GeoPulse Store D,38,38
2026-09-10,6,S004,GeoPulse Store D,36,36
2026-09-10,7,S004,GeoPulse Store D,48,48
2026-09-10,8,S004,GeoPulse Store D,50,48
2026-09-10,9,S004,GeoPulse Store D,66,64
2026-09-10,10,S004,GeoPulse Store D,58,54
2026-09-10,11,S004,GeoPulse Store D,48,47
2026-09-10,12,S004,GeoPulse Store D,43,43
2026-09-10,13,S004,GeoPulse Store D,34,34
2026-09-10,14,S004,GeoPulse Store D,47,46
2026-09-10,15,S004,GeoPulse Store D,40,40
2026-09-10,16,S004,GeoPulse Store D,24,24
2026-09-10,17,S004,GeoPulse Store D,47,47
2026-09-10,18,S004,GeoPulse Store D,47,45
2026-09-10,19,S004,GeoPulse Store D,64,62
2026-09-10,20,S004,GeoPulse Store D,61,60
2026-09-10,21,S004,GeoPulse Store D,51,51
2026-09-10,22,S004,GeoPulse Store D,44,44
2026-09-10,23,S004,GeoPulse Store D,36,35
2026-09-11,0,S004,GeoPulse Store D,53,51
